SalePrice,NumberOfUnits,CraigslistModel,YearSold,MonthSold,OverallQual,TotalSqFeet,GrLivArea,TotBathrooms,LotArea,ExterQual,FullBath,CentralAir,GarageTypeAttchd,GarageTypeBasment,GarageTypeBuiltIn,GarageTypeDetchd,GarageTypeNoGarage,NeighborhoodBrDale,NeighborhoodBrkSide,NeighborhoodClearCr,NeighborhoodCollgCr,NeighborhoodCrawfor,NeighborhoodEdwards,NeighborhoodGilbert,NeighborhoodIDOTRR,NeighborhoodMeadowV,NeighborhoodMitchel,NeighborhoodNAmes,NeighborhoodNoRidge,NeighborhoodNridgHt,NeighborhoodNWAmes,NeighborhoodOldTown,NeighborhoodSawyer,NeighborhoodSawyerW,NeighborhoodSomerst,NeighborhoodStoneBr,NeighborhoodSWISU,NeighborhoodTimber,NeighborhoodVeenker
129499.99999999623,3,138485.17440239034,2008,2,5,-0.501527882904593,-0.967741514958007,-0.268720450200709,0.452834955100609,3,-1.02696855750633,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
345000.0000000013,1,386393.60074402695,2011,7,9,1.17125176152944,1.51915612548589,2.20988050864662,0.576133551959004,5,2.59317317330451,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
143999.99999999447,5,118989.87991272534,2008,9,5,-0.923873112904385,-1.37380049864843,-0.268720450200709,0.741344476106729,3,-1.02696855750633,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
279500.0000000026,2,196212.33739107577,2007,8,7,0.663466429160993,0.152452474308574,-0.268720450200709,0.354089114053754,4,0.78310230789909,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156999.99999999293,5,150729.74252833362,2008,5,6,0.0976776351363065,-0.391599009743282,0.350929789511123,0.402999895748915,3,-1.02696855750633,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
131999.99999999898,4,161951.57103920332,2007,7,7,-1.17685248692191,-1.57693465387412,-1.50802092962437,-0.736720321004098,3,-1.02696855750633,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149000.00000000064,2,141202.12857273058,2010,3,6,-0.614817712520836,-1.07666538096679,-0.268720450200709,0.460027483306511,3,-1.02696855750633,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
89999.99999999981,3,95810.53569359802,2011,10,4,-2.02270371721871,-0.287251885321477,-0.268720450200709,0.379608661880943,3,0.78310230789909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
159000.00000000503,1,165604.31969336554,2008,6,5,-0.280477078932093,-0.75520432083287,0.350929789511123,0.848713402328687,3,-1.02696855750633,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
138999.99999999598,1,168856.4453688037,2009,5,5,-0.0844887552002026,-0.186308428193498,-1.50802092962437,-0.320807438214922,3,-1.02696855750633,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
325299.9999999862,2,274355.0675204041,2011,11,8,1.20326608971804,1.5876134271013,1.59023026893479,0.922070270627525,4,2.59317317330451,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
139400.00000000556,5,149458.18172526202,2007,6,7,-1.06625179631114,-0.771903644123788,-1.50802092962437,-0.349921272990934,3,-1.02696855750633,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229999.99999999243,2,287352.25171931233,2008,9,8,1.23766757407255,0.720174006678171,-0.268720450200709,0.178311746619423,4,0.78310230789909,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129900.00000000112,5,129170.45944430656,2007,6,5,-0.470753727322492,-0.908844709220402,-0.268720450200709,-1.46647690487203,3,-1.02696855750633,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
154000.0000000052,5,128647.1511631655,2010,5,5,-0.440271136100176,-0.908844709220402,-0.268720450200709,-0.149845995425599,3,-1.02696855750633,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
256300.00000000984,4,259896.6723745186,2009,7,8,0.84958055443151,0.364462328531258,-0.268720450200709,0.924146297495333,4,0.78310230789909,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
134799.99999999406,2,128584.14655472327,2010,5,5,-0.966464977293683,-1.41474840014703,-0.88837068991254,-0.416840673510298,3,-1.02696855750633,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
305999.99999999447,4,264441.0671381911,2010,5,8,1.08649230129041,0.559247172874637,0.970580029222955,0.501096546759039,4,0.78310230789909,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
207500.00000000207,5,160282.88549082022,2011,12,5,0.765177793185049,0.364462328531258,-0.268720450200709,1.19401824856428,3,-1.02696855750633,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
68499.99999999884,3,101294.68386502874,2008,5,4,-2.73012321667656,-3.11001449962235,-1.50802092962437,-0.672182037437728,3,-1.02696855750633,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000.00000000103,3,123699.28340405536,2008,7,4,-0.682793764280206,-0.237542511880114,-1.50802092962437,-0.0901311643670463,3,-1.02696855750633,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149350.00000000652,2,140528.43322353894,2008,6,5,0.032860506775327,-0.453923583434621,-0.88837068991254,-0.0799684598111261,3,-1.02696855750633,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
179899.99999999552,4,205415.58279418648,2008,1,8,0.0485361209110207,-0.438850824383899,-0.268720450200709,0.426116445812723,4,0.78310230789909,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165500.0000000076,1,200960.98577688436,2010,4,5,0.779745666752571,0.551977800792263,-0.268720450200709,0.335522931968342,3,-1.02696855750633,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
277499.9999999925,4,289948.6411917582,2007,8,9,0.804566722829158,0.288136983426566,0.970580029222955,-0.386189414317538,5,0.78310230789909,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
309000.00000000524,2,269332.0344112283,2011,9,8,1.23496500067812,1.68501896726677,1.59023026893479,0.808491425439377,4,2.59317317330451,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
144999.9999999984,1,163210.16483329027,2009,6,5,-0.329931966212973,-0.802755074176362,-0.88837068991254,0.391973557810671,3,-1.02696855750633,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153000.00000000428,5,150526.06937028343,2009,10,5,0.20867742525425,-0.284866579815187,-0.88837068991254,-0.082734907430493193,3,-1.02696855750633,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
109000.00000000208,2,138000.91382469292,2010,1,5,-0.449385627852518,-0.917608095182722,-0.268720450200709,-0.228744952893248,3,-1.02696855750633,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
82000.0000000008,4,95433.17883112346,2008,6,4,-2.40135037146886,-0.651484312772606,-0.268720450200709,-0.762618509950644,3,0.78310230789909,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160000.00000000588,3,169766.82316420734,2011,12,6,-0.0252791414412689,-0.221148575561845,-0.268720450200709,-0.0538793105597046,3,0.78310230789909,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
170000.00000000032,1,182009.54771383584,2007,7,5,0.311174803024029,-0.211819453980452,-0.268720450200709,1.26322229874652,3,-1.02696855750633,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
143999.99999999447,3,123167.21935455814,2007,12,5,-1.10518380817285,-1.47020222394603,-0.268720450200709,0.0613539320949592,3,-1.02696855750633,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
130249.99999999821,4,125062.028094292,2008,7,5,-0.833480620566075,-1.2868960014604,-0.268720450200709,0.0656375975748651,3,-1.02696855750633,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140999.99999999924,4,134285.66317291307,2011,5,5,-0.178193071318741,-0.656857462978472,-0.268720450200709,-0.223038624998935,3,-1.02696855750633,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
319899.9999999969,4,294327.58361831383,2010,2,9,1.17584478648775,0.645173350954335,0.970580029222955,-0.295456410590222,5,0.78310230789909,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
239686.00000000035,2,259145.45744985194,2009,8,7,1.24755763294462,1.27697076097677,0.350929789511123,0.719057527185015,4,-1.02696855750633,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
249700.00000000885,2,255428.7462606575,2007,7,8,0.994587305250265,0.470867092744392,-0.268720450200709,0.434471740032109,4,0.78310230789909,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
113000.0000000026,5,125863.03688958051,2009,6,4,-0.338738760316308,0.0642597925294824,-0.268720450200709,-1.3612444383519,3,0.78310230789909,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
126999.99999999635,4,123358.4480418874,2007,1,5,-0.77572191166284,-1.23136535755978,-0.268720450200709,-0.273983811464887,3,-1.02696855750633,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
177000.00000000602,1,200752.0683856124,2007,7,6,-0.228928631491136,0.102364793258952,0.350929789511123,0.873565291472549,3,0.78310230789909,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114499.99999999643,4,128122.59449091606,2011,9,6,-0.640544293865824,-0.587723766070939,-1.50802092962437,-0.698500883441188,3,-1.02696855750633,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000.0000000052,4,111569.18241870256,2010,5,5,-1.28152456472471,-1.71763768935996,-0.268720450200709,-0.0966257638064124,2,-1.02696855750633,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384999.9999999915,5,280850.924740981,2011,11,9,1.33697286799273,0.800124528794001,0.350929789511123,3.40851646046036,4,-2.83703942291176,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
129999.99999999751,1,151730.69363477052,2007,2,5,-1.0680950581415,-0.138181868983249,-1.50802092962437,-0.43496647230557,3,-1.02696855750633,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
180500.000000005,5,161045.9621891211,2008,7,6,0.511382277346407,0.00620792661493774,-0.268720450200709,0.263910399417671,3,0.78310230789909,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
172500.0000000083,3,245296.44908530684,2009,8,8,0.348191287240744,0.622136234205448,1.59023026893479,-2.38770323326712,4,0.78310230789909,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
196500.00000000917,5,180649.00589480816,2011,8,7,0.191272518777309,0.588155112089328,0.350929789511123,0.529529398660982,4,0.78310230789909,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438780.00000002095,5,371888.4740466391,2011,10,10,1.87519362596322,2.2518144636659,1.59023026893479,0.846843994976212,5,2.59317317330451,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
124900.00000000381,1,142833.45526856737,2008,1,5,-1.42660472628061,-1.85710761331553,-1.50802092962437,-0.416840673510298,3,-1.02696855750633,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157999.99999999927,1,200816.16112336976,2011,5,6,-0.155898215979674,-0.63542060677332,0.350929789511123,0.757067622455941,3,-1.02696855750633,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
101000.00000000026,4,112897.69613085932,2007,3,5,-1.26384102651022,-0.763542719431872,-1.50802092962437,-0.416840673510298,3,-1.02696855750633,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202499.99999999392,4,212621.24710422673,2007,10,8,0.384786734621702,-0.115524859003341,-0.268720450200709,-0.635794753332677,4,0.78310230789909,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
139999.99999999418,4,173456.64245721206,2010,4,7,-0.197828610953645,0.570119316635508,-0.268720450200709,0.287944463819728,3,0.78310230789909,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
219500.00000000815,2,235363.87198257507,2009,2,7,0.772469975053064,1.106835991413,1.59023026893479,0.10272730930971,3,0.78310230789909,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316999.9999999942,1,356858.39935980685,2007,10,8,1.27704670020998,1.71140175685093,0.350929789511123,0.147563543327472,4,0.78310230789909,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
179999.99999999133,5,234327.6325566194,2010,7,7,1.72319729862188,1.35935568823715,0.970580029222955,1.58429680134911,3,0.78310230789909,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
225999.9999999948,3,220674.0296127837,2007,6,7,0.602615188623334,0.121242793958858,0.970580029222955,0.356489907074109,4,0.78310230789909,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79999.99999999853,4,94546.91071842305,2010,6,4,-1.56559838533427,-1.99072262470264,-1.50802092962437,-1.29522881714053,3,-1.02696855750633,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
225000.00000000975,1,323622.4592749933,2011,7,7,1.25473135595424,1.46950730511719,-0.268720450200709,1.10419755526343,4,0.78310230789909,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243999.9999999907,4,256512.8977986208,2007,2,7,1.94171527825543,1.38170187731023,0.970580029222955,0.842379000303311,3,0.78310230789909,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
129499.99999999623,2,117900.92270804521,2007,6,4,-1.16923279493686,-1.60968558109441,-0.268720450200709,-0.310679620864023,3,-1.02696855750633,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
185000.00000000696,1,253459.84446129962,2009,12,7,0.153656188854817,0.58455635151964,0.350929789511123,0.25732205173703,3,0.78310230789909,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144900.00000000378,3,139677.40208007666,2010,5,5,-0.362342082584015,-0.833917141699088,-0.268720450200709,0.26874074412545,3,-1.02696855750633,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107399.9999999998,2,122153.42953907781,2010,5,3,0.0184237916270303,0.374112893697762,-0.268720450200709,-0.845818760163381,4,0.78310230789909,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
91000.00000000125,1,112534.42850259657,2009,11,4,-1.66171292640103,-1.12633439066748,-0.268720450200709,-3.38167170823433,3,-1.02696855750633,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
135750.00000000244,3,111929.91512481158,2008,4,4,-0.785839572317813,-1.24109276339213,-1.50802092962437,-0.095928888103399,3,-1.02696855750633,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
126999.99999999635,2,135712.20273886004,2008,1,5,-0.697548807175499,-0.313612301087805,-0.268720450200709,-0.0591151421485928,3,-1.02696855750633,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136500.00000000664,5,154975.74826815893,2010,4,4,1.2050858937467,0.673293328532957,-0.268720450200709,0.377235915774895,3,0.78310230789909,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
110000.0000000052,1,148098.08637339436,2009,5,5,-1.20751300185017,-0.448891169738501,-0.88837068991254,0.314518782832612,3,-1.02696855750633,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
193500.00000000512,5,178647.90670583787,2009,6,6,0.716842129672373,1.26687779317403,0.350929789511123,0.746195756669319,3,0.78310230789909,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
153500.0000000018,1,204021.0032284418,2011,3,6,0.183784353790755,-0.190931182960658,0.970580029222955,-1.34190591744653,3,0.78310230789909,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
245000.00000000896,1,290860.6371756921,2008,10,8,0.808685012590676,0.292097231876349,-0.268720450200709,0.26989826534334,3,0.78310230789909,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
126499.9999999984,1,167195.86950305558,2007,7,5,-0.425137460799643,-0.894293983117798,-0.88837068991254,-0.00138731027055161,3,-1.02696855750633,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
168500.0000000077,4,164747.4442654598,2009,5,7,-0.864483773663171,0.110769234923858,0.350929789511123,-0.0831963602442606,3,0.78310230789909,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260000.00000000937,1,355269.5637070018,2011,4,8,1.35525614873793,1.64054163397845,0.350929789511123,1.16216268863405,4,0.78310230789909,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
174000.00000000585,1,185772.87557930138,2009,3,6,-0.257464636173393,0.286154957267751,0.350929789511123,0.573986364597697,4,0.78310230789909,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164500.00000000594,1,187547.6845673761,2009,6,6,-0.902786766952002,-0.464013025919273,0.350929789511123,-1.59797159991753,4,0.78310230789909,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
85000.00000000393,1,159518.01587140543,2009,10,3,0.139752593144175,0.217999517049659,-1.50802092962437,-0.0970904846996251,2,-1.02696855750633,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123599.99999999651,3,110515.69259053278,2007,8,4,-0.659975133619674,-1.12008199714464,-0.268720450200709,-0.192311933649087,3,-1.02696855750633,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109899.99999999866,4,93063.92929303391,2011,7,4,-2.73012321667656,-0.967741514958007,-1.50802092962437,-0.416840673510298,3,-1.02696855750633,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
98599.9999999974,5,139165.166863023,2011,12,5,0.0511413141196757,-0.436345819195577,-1.50802092962437,-0.0901311643670463,3,-1.02696855750633,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
163499.99999999255,4,116450.20829480408,2009,8,5,-0.89578858379729,-1.20236524566701,-0.268720450200709,0.799964425827508,3,-1.02696855750633,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133900.00000000477,5,169473.66770850006,2007,11,6,1.17676260518943,1.47491330429293,0.350929789511123,-0.416840673510298,3,0.78310230789909,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
204749.9999999967,4,162963.27369084294,2007,5,6,0.228454135617005,0.704625883734758,1.59023026893479,0.0947327282256494,3,0.78310230789909,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185000.00000000696,1,185888.75921341806,2009,4,6,-0.395082002286963,0.102364793258952,0.350929789511123,0.1829533836024,5,0.78310230789909,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214000.00000000236,1,301878.4378220315,2011,8,7,0.859723732557846,0.341177450738621,-0.268720450200709,0.281052686188202,4,0.78310230789909,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94750.00000000256,1,139949.46839051414,2007,5,4,-0.758929527839815,-1.2152206483295,-0.268720450200709,0.403180141841107,3,-1.02696855750633,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82999.99999999706,5,106221.40659224751,2010,5,5,-2.03015431129363,-1.64648665371209,-1.50802092962437,0.349093476450858,3,-1.02696855750633,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128950.00000000127,1,158067.84264011646,2010,1,4,-0.357903249821685,-0.461487580049877,0.350929789511123,0.0911456667468663,3,-1.02696855750633,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
204999.9999999909,2,187381.2757663291,2010,2,6,0.903977694135366,0.383733460167552,0.970580029222955,0.345013562670231,3,0.78310230789909,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
177999.99999999616,2,159883.00677022734,2010,6,6,0.055045152944703,0.609660239085667,0.350929789511123,0.06692088164541,4,0.78310230789909,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
118964.00000000568,5,116495.65254560164,2009,6,5,-1.47854988812293,0.236187230946122,-0.268720450200709,-0.467234072330488,3,0.78310230789909,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
198900.0000000074,4,176017.3856563194,2010,5,7,0.0276182841298271,-0.458964193247871,-0.268720450200709,0.307341151354507,3,0.78310230789909,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
